osm_type,osm_id,osm_key,nombre,nombre_normalizado,operador,tipo_infraestructura,modo_principal,categoria_intermodal,capacidad,railway,amenity,public_transport,network,brand,operator,ref,wikidata,website,osm_ids,cantidad_elementos_osm,es_ferrocarril,es_subte,es_autobus,es_fluvial,es_tranvia,es_multimodal,score_infraestructura
node,12750833169,node/12750833169,Arena y Enstanislao López,arena y enstanislao lopez,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12750833169,12750833170",2,0,0,0,0,0,0,0.0
node,12825277101,node/12825277101,Avenida Santa Fe,avenida santa fe,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12753440541,12825277101",2,0,0,0,0,0,0,0.0
node,12753440542,node/12753440542,Palacio Paz,palacio paz,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12753440542,12825277201",2,0,0,0,0,0,0,0.0
node,12753440544,node/12753440544,Avenida Córdoba,avenida cordoba,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12753440544,12825254402",2,0,0,0,0,0,0,0.0
node,12753440545,node/12753440545,Maipú y Tucumán,maipu y tucuman,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12753440545,12825276901",2,0,0,0,0,0,0,0.0
node,12771357993,node/12771357993,Larroque y De la Plaza,larroque y de la plaza,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771357993,12771357994",2,0,0,0,0,0,0,0.0
node,12771357995,node/12771357995,Larroque y Siciliano,larroque y siciliano,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771357995,12771357996",2,0,0,0,0,0,0,0.0
node,12771357997,node/12771357997,Escuela 4,escuela 4,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771357997,12771421804",2,0,0,0,0,0,0,0.0
node,12771364954,node/12771364954,Centenario Uruguayo,centenario uruguayo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12771364953,12771364954",2,0,0,0,0,0,0,0.0
node,12771364960,node/12771364960,Ex Estación Monte Chingolo,ex estacion monte chingolo,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771364955,12771364956,12771364960,12771364961",4,0,0,0,0,0,0,0.0
node,12771364962,node/12771364962,Pinto y Cavia,pinto y cavia,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771364962,12771364963",2,0,0,0,0,0,0,0.0
node,12771364964,node/12771364964,Pinto y Monasterio,pinto y monasterio,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771364964,12771364965",2,0,0,0,0,0,0,0.0
node,12771364973,node/12771364973,Pinto y Tucumán,pinto y tucuman,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771364967,12771364968,12771364973,12771364974",4,0,0,0,0,0,0,0.0
node,12771364978,node/12771364978,Plaza Quiroga,plaza quiroga,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12771364969,12771364978",2,0,0,0,0,0,0,0.0
node,12771421812,node/12771421812,Polo Vial,polo vial,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12771421806,12771421812",2,0,0,0,0,0,0,0.0
node,12771421813,node/12771421813,Hospitales Oftalmológico y Odontológico,hospitales oftalmologico y odontologico,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12771421813,12771421814",2,0,0,0,0,0,0,0.0
node,12771421816,node/12771421816,Plaza de la Familia,plaza de la familia,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12771421815,12771421816",2,0,0,0,0,0,0,0.0
node,12774625015,node/12774625015,San Martin y General Pico,san martin y general pico,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12774625015,1,0,0,0,0,0,0,0.0
node,12774625016,node/12774625016,San Martin y Agrelo,san martin y agrelo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12774625016,13285124293",2,0,0,0,0,0,0,0.0
node,12774625083,node/12774625083,San Martin y Dean Funes,san martin y dean funes,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12774625083,13285124292",2,0,0,0,0,0,0,0.0
node,12784568270,node/12784568270,Ayacucho,ayacucho,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12784568270,1,0,0,0,0,0,0,0.0
node,12785091015,node/12785091015,38 y 149,38 y 149,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12785091014,12785091015",2,0,0,0,0,0,0,0.0
node,12785091019,node/12785091019,520 y 161,520 y 161,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12785091016,12785091017,12785091018,12785091019",4,0,0,0,0,0,0,0.0
node,12785091020,node/12785091020,520 y 159,520 y 159,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12785091020,12785091021,12785091022,12785091023",4,0,0,0,0,0,0,0.0
node,12785091024,node/12785091024,520 y 157,520 y 157,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12785091024,12785091025",2,0,0,0,0,0,0,0.0
node,12785091026,node/12785091026,Centenario y 55,centenario y 55,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12785091026,12785091027",2,0,0,0,0,0,0,0.0
node,12787491366,node/12787491366,Barrio El Vergel,barrio el vergel,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12787491366,12787491367",2,0,0,0,0,0,0,0.0
node,12787491377,node/12787491377,El Ensueño,el ensueno,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12787491376,12787491377",2,0,0,0,0,0,0,0.0
node,12787491390,node/12787491390,Ruta 24 y Almafuerte,ruta 24 y almafuerte,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12787491388,12787491390,12787491391,12787491392",4,0,0,0,0,0,0,0.0
node,12787491394,node/12787491394,Ruta 24 y Rossini,ruta 24 y rossini,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12787491393,12787491394",2,0,0,0,0,0,0,0.0
node,12790686962,node/12790686962,Carhué y Revolución de Temperley,carhue y revolucion de temperley,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12790686962,13414863587",2,0,0,0,0,0,0,0.0
node,12791090896,node/12791090896,117 y 80,117 y 80,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12791090895,12791090896",2,0,0,0,0,0,0,0.0
node,12791090899,node/12791090899,73 y 69,73 y 69,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791090899,12791090900",2,0,0,0,0,0,0,0.0
node,12791091105,node/12791091105,122 y 68,122 y 68,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12791091104,12791091105",2,0,0,0,0,0,0,0.0
node,12791091106,node/12791091106,122 y 66,122 y 66,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791091106,12791091107",2,0,0,0,0,0,0,0.0
node,12791091118,node/12791091118,Petróleo Argentino y 122,petroleo argentino y 122,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12791091117,12791091118",2,0,0,0,0,0,0,0.0
node,12791091123,node/12791091123,1 y 71,1 y 71,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791091123,12791091124",2,0,0,0,0,0,0,0.0
node,12791091125,node/12791091125,Hospital San Martín,hospital san martin,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791091125,12791091126",2,0,0,0,0,0,0,0.0
node,12791091127,node/12791091127,1 y 67,1 y 67,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791091127,12791091128",2,0,0,0,0,0,0,0.0
node,12791091129,node/12791091129,Camino Belgrano y 508,camino belgrano y 508,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791091129,12791091134",2,0,0,0,0,0,0,0.0
node,12791091135,node/12791091135,Sodimac-Carrefour,sodimac-carrefour,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791091135,12791091136",2,0,0,0,0,0,0,0.0
node,12791091137,node/12791091137,Escuela 25,escuela 25,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12791091137,12791091138",2,0,0,0,0,0,0,0.0
node,12797025078,node/12797025078,RP15 y 18,rp15 y 18,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12797025075,12797025076,12797025077,12797025078",4,0,0,0,0,0,0,0.0
node,12797025080,node/12797025080,RP15 y 22,rp15 y 22,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12797025080,12797025081",2,0,0,0,0,0,0,0.0
node,12797025082,node/12797025082,RP15 y 5,rp15 y 5,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12797025082,12797025083,12797025084,12797025085",4,0,0,0,0,0,0,0.0
node,12797025087,node/12797025087,143 y 46,143 y 46,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,3202,,,"12797025086,12797025087",2,0,0,0,0,0,0,0.0
node,12797025090,node/12797025090,143 y 49,143 y 49,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12797025088,12797025089,12797025090,12797025091",4,0,0,0,0,0,0,0.0
node,12797025092,node/12797025092,143 y 54,143 y 54,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12797025092,12797025093",2,0,0,0,0,0,0,0.0
node,12799056951,node/12799056951,31 y 42,31 y 42,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12799056951,12799056952",2,0,0,0,0,0,0,0.0
node,12799056955,node/12799056955,31 y 62,31 y 62,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12799056955,1,0,0,0,0,0,0,0.0
node,12799056957,node/12799056957,520 y 141,520 y 141,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12799056956,12799056957,12799056960,12799056961",4,0,0,0,0,0,0,0.0
node,12799056962,node/12799056962,520 y 139,520 y 139,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12799056962,12799056963,12799056964,12799056965",4,0,0,0,0,0,0,0.0
node,12799056968,node/12799056968,520 y 137,520 y 137,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12799056967,12799056968",2,0,0,0,0,0,0,0.0
node,12799056969,node/12799056969,Montevideo y 32,montevideo y 32,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12799056969,12799056970",2,0,0,0,0,0,0,0.0
node,12799056973,node/12799056973,Montevideo y 32,montevideo y 32,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12799056972,12799056973",2,0,0,0,0,0,0,0.0
node,12799056974,node/12799056974,Montevideo y 28,montevideo y 28,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12799056974,12799056975",2,0,0,0,0,0,0,0.0
node,12799056977,node/12799056977,Montevideo y 26,montevideo y 26,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12799056976,12799056977",2,0,0,0,0,0,0,0.0
node,12801680443,node/12801680443,74 y 18,74 y 18,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12801680442,12801680443",2,0,0,0,0,0,0,0.0
node,12801680447,node/12801680447,74 y 18,74 y 18,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12801680447,12801680448",2,0,0,0,0,0,0,0.0
node,12801680453,node/12801680453,44 y 28,44 y 28,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12801680453,12801680455",2,0,0,0,0,0,0,0.0
node,12801680456,node/12801680456,44 y 135,44 y 135,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12801680456,12801680457",2,0,0,0,0,0,0,0.0
node,12801680459,node/12801680459,44 y 141,44 y 141,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12801680458,12801680459",2,0,0,0,0,0,0,0.0
node,12801680461,node/12801680461,32 y 137,32 y 137,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12801680461,12801680462",2,0,0,0,0,0,0,0.0
node,12801680463,node/12801680463,520 y 143,520 y 143,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12801680463,12801680464",2,0,0,0,0,0,0,0.0
node,12804005377,node/12804005377,Panamá y O´gorman,panama y o gorman,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005377,1,0,0,0,0,0,0,0.0
node,12804005378,node/12804005378,Panamá y Salcedo,panama y salcedo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005378,1,0,0,0,0,0,0,0.0
node,12804005380,node/12804005380,Pagola y Charcas,pagola y charcas,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005380,1,0,0,0,0,0,0,0.0
node,12804005381,node/12804005381,Pagola y Larrea,pagola y larrea,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005381,1,0,0,0,0,0,0,0.0
node,12804005382,node/12804005382,Larrea y Salcedo,larrea y salcedo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005382,1,0,0,0,0,0,0,0.0
node,12804005383,node/12804005383,Salceso y Paso,salceso y paso,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005383,1,0,0,0,0,0,0,0.0
node,12804005384,node/12804005384,Paso y O´gorman,paso y o gorman,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005384,1,0,0,0,0,0,0,0.0
node,12804005385,node/12804005385,Paso y Polonia,paso y polonia,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12804005385,1,0,0,0,0,0,0,0.0
node,12811878879,node/12811878879,Universidad de Lomas de Zamora,universidad de lomas de zamora,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12811878879,12811878880,12854695679,13731517968",4,0,0,0,0,0,0,0.0
node,12811878881,node/12811878881,Universidade Lomas - Rectorado,universidade lomas - rectorado,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12811878881,12811878882,14031553272,14031553273",4,0,0,0,0,0,0,0.0
node,12811878885,node/12811878885,Tiro Federal,tiro federal,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12811878885,12811878886,14031553276,14031553277",4,0,0,0,0,0,0,0.0
node,12811878887,node/12811878887,Juan XXIII y España,juan xxiii y espana,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12811878887,14031553271",2,0,0,0,0,0,0,0.0
node,12811878888,node/12811878888,,,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12811878888,1,0,0,0,0,0,0,0.0
node,12812020940,node/12812020940,Garibaldi y Bassi,garibaldi y bassi,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12812020940,12812535900,12854695675,12854695676",4,0,0,0,0,0,0,0.0
node,12812020942,node/12812020942,Hospital Estévez,hospital estevez,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12812020941,12812020942,12854695682,12854695685",4,0,0,0,0,0,0,0.0
node,12854695669,node/12854695669,AySA,aysa,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12812635401,12854695669",2,0,0,0,0,0,0,0.0
node,12825277401,node/12825277401,Avenida Corrientes,avenida corrientes,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12825274303,12825277401",2,0,0,0,0,0,0,0.0
node,12825277703,node/12825277703,Piedras e Yrigoyen,piedras e yrigoyen,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12825277204,12825277703",2,0,0,0,0,0,0,0.0
node,12825277901,node/12825277901,Maipú y Perón,maipu y peron,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12825277402,12825277901",2,0,0,0,0,0,0,0.0
node,12825277602,node/12825277602,Plaza Roberto Alt,plaza roberto alt,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12825277602,12825278002",2,0,0,0,0,0,0,0.0
node,12841150101,node/12841150101,BA Turismo,ba turismo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12841150101,1,0,0,0,0,0,0,0.0
node,12843472902,node/12843472902,Garay y Perú,garay y peru,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,12843472902,1,0,0,0,0,0,0,0.0
node,12843472907,node/12843472907,Brasil y Azopardo,brasil y azopardo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12843472906,12843472907,12843473003,12843473004,12843473903,12843474402,12843474701,12843474801,12848146125,12848146126",10,0,0,0,0,0,0,0.0
node,12843473901,node/12843473901,Piedras y Caseros,piedras y caseros,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12843473901,12843474001",2,0,0,0,0,0,0,0.0
node,12844731090,node/12844731090,Ruta 8 y El Palenque,ruta 8 y el palenque,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12844731083,12844731084,12844731089,12844731090",4,0,0,0,0,0,0,0.0
node,12844731091,node/12844731091,Ruta 8 y Los Laureles,ruta 8 y los laureles,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12844731091,12844731092",2,0,0,0,0,0,0,0.0
node,12844731094,node/12844731094,Ruta 8 y Lacroze,ruta 8 y lacroze,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12844731093,12844731094",2,0,0,0,0,0,0,0.0
node,12844753601,node/12844753601,Ruta 8 y Valentín Gómez,ruta 8 y valentin gomez,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12844753401,12844753601",2,0,0,0,0,0,0,0.0
node,12844753701,node/12844753701,Ruta 8 y Los Paraisos,ruta 8 y los paraisos,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12844753402,12844753701",2,0,0,0,0,0,0,0.0
node,12844754201,node/12844754201,Ruta 8 y Mariano Acosta,ruta 8 y mariano acosta,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12844753802,12844754101,12844754201,12844754301",4,0,0,0,0,0,0,0.0
node,12844754701,node/12844754701,Las Palmas del Pilar,las palmas del pilar,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12844754302,12844754501,12844754601,12844754701",4,0,0,0,0,0,0,0.0
node,12845238273,node/12845238273,Ruta 8 y General Guido,ruta 8 y general guido,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845238273,12845238274,12845238275,12845238276",4,0,0,0,0,0,0,0.0
node,12845238278,node/12845238278,Club Atlético Pilar,club atletico pilar,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845238277,12845238278",2,0,0,0,0,0,0,0.0
node,12845238283,node/12845238283,Ruta 8 y Las Glicinas,ruta 8 y las glicinas,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845238282,12845238283",2,0,0,0,0,0,0,0.0
node,12845238288,node/12845238288,Country SHA,country sha,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845238285,12845238286,12845238287,12845238288",4,0,0,0,0,0,0,0.0
node,12845238291,node/12845238291,Ruta 8 y Ricchieri,ruta 8 y ricchieri,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845238291,12845238292,12845238293,12845238294",4,0,0,0,0,0,0,0.0
node,12845238296,node/12845238296,Ruta 8 y Perón,ruta 8 y peron,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845238295,12845238296",2,0,0,0,0,0,0,0.0
node,12845238298,node/12845238298,Ruta 8 y Perón,ruta 8 y peron,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845238297,12845238298",2,0,0,0,0,0,0,0.0
node,12845248707,node/12845248707,Ruta 8 y Piñero,ruta 8 y pinero,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248706,12845248707",2,0,0,0,0,0,0,0.0
node,12845248710,node/12845248710,Ruta 8 y Viena,ruta 8 y viena,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248710,12845248711,12845248712,12845248713",4,0,0,0,0,0,0,0.0
node,12845248714,node/12845248714,Ruta 8 y La Paz,ruta 8 y la paz,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845248714,12845248715",2,0,0,0,0,0,0,0.0
node,12845248716,node/12845248716,Ruta 8 y Puerto Príncipe,ruta 8 y puerto principe,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845248716,12845248717",2,0,0,0,0,0,0,0.0
node,12845248718,node/12845248718,Ruta 8 y Tegucigalpa,ruta 8 y tegucigalpa,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845248718,12845248719",2,0,0,0,0,0,0,0.0
node,12845248723,node/12845248723,Golf Club Argentino,golf club argentino,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248720,12845248721,12845248722,12845248723",4,0,0,0,0,0,0,0.0
node,12845248725,node/12845248725,Ruta 8 y Socrates,ruta 8 y socrates,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248724,12845248725,12845248726,12845248727",4,0,0,0,0,0,0,0.0
node,12845248731,node/12845248731,Ruta 8 y Dabove,ruta 8 y dabove,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248728,12845248729,12845248730,12845248731",4,0,0,0,0,0,0,0.0
node,12845248734,node/12845248734,Parque Peró,parque pero,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248734,12845248735,12845248736,12845248737",4,0,0,0,0,0,0,0.0
node,12845248763,node/12845248763,Ruta 8 y Liniers,ruta 8 y liniers,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845248761,12845248762,12845248763,12845248764",4,0,0,0,0,0,0,0.0
node,12845248766,node/12845248766,Ruta 8 y Buenos Aires,ruta 8 y buenos aires,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248765,12845248766",2,0,0,0,0,0,0,0.0
node,12845248787,node/12845248787,Ruta 8 y Ruta 26,ruta 8 y ruta 26,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845248787,12845248788,12845248789,12845248790",4,0,0,0,0,0,0,0.0
node,12845248797,node/12845248797,Ruta 8 e Isaac,ruta 8 e isaac,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845248796,12845248797,12845248798,12845248799",4,0,0,0,0,0,0,0.0
node,12845260801,node/12845260801,Ruta 8 y Calvo,ruta 8 y calvo,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845248800,12845260801",2,0,0,0,0,0,0,0.0
node,12845260803,node/12845260803,Ruta 8 y Calvo,ruta 8 y calvo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845260802,12845260803",2,0,0,0,0,0,0,0.0
node,12845260811,node/12845260811,Ruta 8 y Viamonte,ruta 8 y viamonte,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845260811,12845260812",2,0,0,0,0,0,0,0.0
node,12845260813,node/12845260813,Ruta 8 y San Cayetano,ruta 8 y san cayetano,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845260813,12845260814",2,0,0,0,0,0,0,0.0
node,12845260816,node/12845260816,Ruta 8 y San Cayetano,ruta 8 y san cayetano,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845260815,12845260816",2,0,0,0,0,0,0,0.0
node,12845260820,node/12845260820,Ruta 8 y Emilio Mitre,ruta 8 y emilio mitre,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845260820,12845260821,12845260822,12845260823",4,0,0,0,0,0,0,0.0
node,12845260846,node/12845260846,Ruta 8 y Newbery,ruta 8 y newbery,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845260845,12845260846",2,0,0,0,0,0,0,0.0
node,12845260851,node/12845260851,Ruta 8 y Chile,ruta 8 y chile,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12845260850,12845260851",2,0,0,0,0,0,0,0.0
node,12845260854,node/12845260854,Ruta 8 y Chile,ruta 8 y chile,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845260853,12845260854",2,0,0,0,0,0,0,0.0
