ranking_final_proyecto_v4,proyecto_id,escenario_id,tipo_escenario,dimension_dominante,prioridad_escenario,prioridad_territorial_v4,prioridad_operativa_v4,categoria_cartera_v4,linea_estrategica_v4,horizonte_intervencion_v4,score_final_proyecto_v4
90,AMBA-P057,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
91,AMBA-P062,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
92,AMBA-P066,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
93,AMBA-P067,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
94,AMBA-P068,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
95,AMBA-P073,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
96,AMBA-P081,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
97,AMBA-P086,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
98,AMBA-P087,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
99,AMBA-P110,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
100,AMBA-P118,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
101,AMBA-P119,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
102,AMBA-P135,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
103,AMBA-P138,AMBA-E005,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,45.43916814105151
104,AMBA-P006,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
105,AMBA-P010,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
106,AMBA-P015,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
107,AMBA-P018,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
108,AMBA-P033,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
109,AMBA-P038,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
110,AMBA-P042,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
111,AMBA-P044,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
112,AMBA-P045,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
113,AMBA-P070,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
114,AMBA-P074,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
115,AMBA-P079,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
116,AMBA-P080,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
117,AMBA-P088,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
118,AMBA-P091,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
119,AMBA-P107,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
120,AMBA-P111,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
121,AMBA-P120,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
122,AMBA-P128,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
123,AMBA-P130,AMBA-E006,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_3_MEDIA,INTERVENCION_PROGRAMADA,P3_PROGRAMADA,REDUCCION_DE_BRECHAS,MEDIANO_PLAZO,44.73723619012915
124,AMBA-P009,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
125,AMBA-P011,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
126,AMBA-P022,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
127,AMBA-P052,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
128,AMBA-P064,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
129,AMBA-P075,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
130,AMBA-P083,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
131,AMBA-P094,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
132,AMBA-P095,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
133,AMBA-P096,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
134,AMBA-P104,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
135,AMBA-P108,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
136,AMBA-P113,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
137,AMBA-P115,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
138,AMBA-P117,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
139,AMBA-P121,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
140,AMBA-P124,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
141,AMBA-P126,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
142,AMBA-P129,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
143,AMBA-P136,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
144,AMBA-P137,AMBA-E007,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,PRIORIDAD_4_MEDIA_BAJA,SEGUIMIENTO_TERRITORIAL,P4_SEGUIMIENTO,CONECTIVIDAD_METROPOLITANA,MEDIANO_LARGO_PLAZO,26.58216566291551
