id_h3,provincia,jurisdiccion,operaciones_totales,categoria_demanda,hora_pico,modo_dominante,metodo_asignacion,distancia_asignacion_m
88c2e3b951fffff,Buenos Aires,Hurlingham,157,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06e83fffff,Buenos Aires,Presidente Perón,157,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33225fffff,Buenos Aires,Tigre,157,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c25fffff,Buenos Aires,La Matanza,157,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee5359fffff,Buenos Aires,Campana,156,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33a8dfffff,Buenos Aires,Tigre,156,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c2ebfffff,Buenos Aires,Berazategui,156,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e23699fffff,Buenos Aires,Ensenada,155,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c87fffff,Buenos Aires,Hurlingham,155,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e169d5fffff,Buenos Aires,Luján,154,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e398b9fffff,Buenos Aires,Esteban Echeverría,154,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38e69fffff,Buenos Aires,La Matanza,154,DEMANDA_MEDIA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3da05fffff,Buenos Aires,La Plata,153,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b531fffff,Buenos Aires,General Rodríguez,153,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e398adfffff,Buenos Aires,Esteban Echeverría,153,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ac43fffff,Buenos Aires,Pilar,153,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02e0dfffff,Buenos Aires,Cañuelas,153,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32463fffff,Buenos Aires,Campana,153,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c08dfffff,Buenos Aires,Berazategui,152,DEMANDA_MEDIA,20,COLECTIVO,REPRESENTATIVE_POINT,
88c2eeda3bfffff,Buenos Aires,Pilar,152,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a18bfffff,Buenos Aires,Pilar,151,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a745fffff,Buenos Aires,General Rodríguez,151,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2eeb213fffff,Buenos Aires,Carmen de Areco,151,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38cb7fffff,Buenos Aires,Hurlingham,151,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38017fffff,Buenos Aires,La Matanza,150,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a689fffff,Buenos Aires,La Plata,150,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec9b1fffff,Buenos Aires,Campana,150,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3814bfffff,Buenos Aires,Ezeiza,150,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31485fffff,Buenos Aires,Tigre,149,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedb59fffff,Buenos Aires,Pilar,149,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedab9fffff,Buenos Aires,Exaltación de la Cruz,149,DEMANDA_MEDIA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2369dfffff,Buenos Aires,Ensenada,149,DEMANDA_MEDIA,8,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e3a507fffff,Buenos Aires,Pilar,149,DEMANDA_MEDIA,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3baa7fffff,Buenos Aires,Moreno,149,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c2bdfffff,Buenos Aires,Berazategui,149,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e398d1fffff,Buenos Aires,Ezeiza,149,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3324dfffff,Buenos Aires,Escobar,148,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3383bfffff,Buenos Aires,San Fernando,148,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec947fffff,Buenos Aires,Campana,148,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3acebfffff,Buenos Aires,Pilar,148,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31ac9fffff,Ciudad Autónoma de Buenos Aires,Comuna 1,148,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2368dfffff,Buenos Aires,Ensenada,148,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e382c7fffff,Buenos Aires,La Matanza,148,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e168d3fffff,Buenos Aires,Luján,147,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33009fffff,Buenos Aires,Escobar,147,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d749fffff,Buenos Aires,Florencio Varela,147,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06483fffff,Buenos Aires,San Vicente,147,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b53dfffff,Buenos Aires,General Rodríguez,147,DEMANDA_MEDIA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3074bfffff,Buenos Aires,San Isidro,147,DEMANDA_MEDIA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3345bfffff,Buenos Aires,Escobar,147,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3cb43fffff,Buenos Aires,Ensenada,147,DEMANDA_MEDIA,7,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e060bdfffff,Buenos Aires,San Vicente,146,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a467fffff,Buenos Aires,La Plata,146,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2af03fffff,Buenos Aires,La Plata,146,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30239fffff,Ciudad Autónoma de Buenos Aires,Comuna 13,146,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d427fffff,Buenos Aires,Florencio Varela,146,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1199bfffff,Buenos Aires,Navarro,146,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16d49fffff,Buenos Aires,Luján,145,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33915fffff,Buenos Aires,San Fernando,145,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06403fffff,Buenos Aires,San Vicente,145,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a105fffff,Buenos Aires,José C. Paz,145,DEMANDA_MEDIA,4,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee89a5fffff,Buenos Aires,San Andrés de Giles,145,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a259fffff,Buenos Aires,General Rodríguez,144,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39ae3fffff,Buenos Aires,Esteban Echeverría,144,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c0edfffff,Buenos Aires,Berazategui,144,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a1b9fffff,Buenos Aires,Pilar,144,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3af51fffff,Buenos Aires,Pilar,143,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3305dfffff,Buenos Aires,Escobar,142,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e07a89fffff,Buenos Aires,Brandsen,142,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d525fffff,Buenos Aires,Florencio Varela,142,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c443fffff,Buenos Aires,Quilmes,142,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ac91fffff,Buenos Aires,La Plata,142,DEMANDA_MEDIA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38057fffff,Buenos Aires,La Matanza,142,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3db55fffff,Buenos Aires,La Plata,142,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedae1fffff,Buenos Aires,Pilar,142,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e060abfffff,Buenos Aires,San Vicente,142,DEMANDA_MEDIA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2eed307fffff,Buenos Aires,Luján,141,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a2e7fffff,Buenos Aires,Moreno,141,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a46bfffff,Buenos Aires,La Plata,141,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a203fffff,Buenos Aires,General Rodríguez,141,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee52b3fffff,Buenos Aires,Zárate,141,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ac31fffff,Buenos Aires,Pilar,141,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33251fffff,Buenos Aires,Escobar,140,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c24dfffff,Buenos Aires,Berazategui,140,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b809fffff,Buenos Aires,Moreno,140,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02dd9fffff,Buenos Aires,Cañuelas,140,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2eecb21fffff,Buenos Aires,Campana,139,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e339d7fffff,Buenos Aires,San Fernando,139,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a9a5fffff,Buenos Aires,Tigre,139,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2eed99bfffff,Buenos Aires,Exaltación de la Cruz,139,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06d3bfffff,Buenos Aires,Florencio Varela,139,DEMANDA_MEDIA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30693fffff,Buenos Aires,Tigre,139,DEMANDA_MEDIA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e385b1fffff,Buenos Aires,Merlo,138,DEMANDA_MEDIA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e315a7fffff,Buenos Aires,San Isidro,138,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e399adfffff,Buenos Aires,Almirante Brown,138,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3381bfffff,Buenos Aires,Tigre,138,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33339fffff,Buenos Aires,Tigre,138,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3da1bfffff,Buenos Aires,La Plata,138,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e316c1fffff,Buenos Aires,Tres de Febrero,138,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38515fffff,Buenos Aires,Merlo,137,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30687fffff,Buenos Aires,Tigre,137,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a2d9fffff,Buenos Aires,General Rodríguez,137,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3da19fffff,Buenos Aires,La Plata,137,DEMANDA_MEDIA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3da2dfffff,Buenos Aires,La Plata,136,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c517fffff,Buenos Aires,Quilmes,136,DEMANDA_MEDIA,7,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e236ebfffff,Buenos Aires,Ensenada,136,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c507fffff,Buenos Aires,Quilmes,136,DEMANDA_MEDIA,7,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e2a6a3fffff,Buenos Aires,La Plata,136,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ac89fffff,Buenos Aires,Pilar,136,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3daadfffff,Buenos Aires,La Plata,135,DEMANDA_MEDIA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedb11fffff,Buenos Aires,Pilar,135,DEMANDA_MEDIA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1683bfffff,Buenos Aires,Luján,135,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ac1bfffff,Buenos Aires,Pilar,135,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e169d3fffff,Buenos Aires,Luján,135,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1696bfffff,Buenos Aires,Luján,135,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a811fffff,Buenos Aires,Malvinas Argentinas,135,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d225fffff,Buenos Aires,La Plata,135,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3300dfffff,Buenos Aires,Escobar,135,DEMANDA_MEDIA,22,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d129fffff,Buenos Aires,La Plata,134,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39a8bfffff,Buenos Aires,Ezeiza,134,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee554bfffff,Buenos Aires,Zárate,134,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06b53fffff,Buenos Aires,Brandsen,134,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39233fffff,Buenos Aires,Cañuelas,133,DEMANDA_MEDIA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aa9dfffff,Buenos Aires,José C. Paz,133,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec205fffff,Buenos Aires,Exaltación de la Cruz,133,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3bab7fffff,Buenos Aires,Moreno,133,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e399edfffff,Buenos Aires,Almirante Brown,133,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14823fffff,Buenos Aires,Marcos Paz,133,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec981fffff,Buenos Aires,Campana,132,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3dad9fffff,Buenos Aires,La Plata,132,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2add9fffff,Buenos Aires,Berisso,132,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e0696dfffff,Buenos Aires,La Plata,132,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e332d7fffff,Buenos Aires,Escobar,132,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a1bdfffff,Buenos Aires,Pilar,132,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b51dfffff,Buenos Aires,General Rodríguez,131,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e23633fffff,Buenos Aires,Ensenada,131,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06d37fffff,Buenos Aires,Florencio Varela,131,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16909fffff,Buenos Aires,Luján,131,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a541fffff,Buenos Aires,Pilar,131,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d049fffff,Buenos Aires,La Plata,131,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3db27fffff,Buenos Aires,La Plata,131,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16ab9fffff,Buenos Aires,Luján,131,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d541fffff,Buenos Aires,Florencio Varela,130,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
