nodo_id,h3,instalaciones_250m,instalaciones_500m,instalaciones_1000m,intercambiadores_250m,intercambiadores_500m,intercambiadores_1000m,modos_250m,cantidad_modos_250m,ferrocarril_250m,subte_250m,autobus_250m,fluvial_250m,tranvia_250m,modos_500m,cantidad_modos_500m,ferrocarril_500m,subte_500m,autobus_500m,fluvial_500m,tranvia_500m,modos_1000m,cantidad_modos_1000m,ferrocarril_1000m,subte_1000m,autobus_1000m,fluvial_1000m,tranvia_1000m,densidad_instalaciones_250m,densidad_instalaciones_500m,densidad_instalaciones_1000m,instalaciones_500m_normalizadas,densidad_instalaciones_500m_normalizada,intercambiadores_500m_normalizados,diversidad_modal_500m_normalizada,modo_ferroviario_estructurante,modo_subterraneo_estructurante,modo_fluvial_estructurante,conectividad_modal_500m,soporte_fisico_preliminar,categoria_soporte_fisico,ranking_soporte_fisico,tipo_intermodalidad,score_intermodalidad,score_demanda,score_densidad,score_conectividad,score_alcance,score_integracion,ranking_centralidad,ranking_operaciones_validacion,ranking_centralidad_validacion,diferencia_ranking_abs,score_intermodalidad_500m,categoria_intermodalidad_500m,ranking_intermodalidad,geometry,demanda_base_23,indice_demanda_estructural,infraestructura_instalaciones,infraestructura_intercambiadores,infraestructura_diversidad_modal,indice_infraestructura_estructural,indice_intermodalidad_estructural,indice_conectividad_estructural,indice_integracion_territorial,indice_centralidad_estructural,indice_centralidad_estructural_robusto,ranking_centralidad_estructural,ranking_centralidad_estructural_robusto,categoria_centralidad_estructural,categoria_centralidad_estructural_robusta,brecha_demanda_infraestructura,deficit_infraestructura,diagnostico_demanda_infraestructura,prioridad_intervencion,ranking_prioridad_intervencion,nivel_demanda_estructural,nivel_infraestructura_estructural,nivel_intermodalidad_estructural,nivel_conectividad_estructural,nivel_integracion_territorial,nivel_demanda,nivel_infraestructura,nivel_intermodalidad,nivel_conectividad,nivel_deficit_infraestructura,categoria_prioridad_intervencion,tipologia_centralidad,dimension_dominante,perfil_multidimensional,diagnostico_tipologico,ranking_tipologia_estructural,ranking_tipologia_prioridad,perfil_intervencion,deficit_demanda,deficit_intermodalidad,deficit_conectividad,deficit_integracion,deficit_estructural_promedio,impacto_potencial,categoria_impacto,urgencia_intervencion,nivel_urgencia,score_prioridad_territorial,nivel_prioridad_territorial,tipo_intervencion_recomendada,justificacion_intervencion,ranking_prioridad_territorial,ranking_intervencion,ranking_nivel_prioridad,dimensiones_prioritarias,diagnostico_territorial
27,1,41,56,87,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,208.8112853365667,71.30141450516912,27.69296009798979,0.014462809917355372,0.503433589674143,0.19955424691458712,0.4,1,0,0,0.3398662740743761,32.83,SOPORTE_FISICO_BAJO,49,MONOMODAL,50.0,72.91666666666666,90.27777777777779,23.26388888888889,46.18055555555556,50.34722222222222,48,40,48,8,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5621964.742943 6164508.100599, 5621615.8522 6164169.956903, 5621678.781931 6163742.976183, 5622090.573835 6163654.147538, 5622439.438389 6163992.268365, 5622376.537226 6164419.240706, 5621964.742943 6164508.100599))",72.91666666666666,72.91666666666666,48.9368,19.9554,40.0,36.039,41.2041,48.0903,61.2269,52.46,70.83,43,43,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_ALTA,36.88,63.961,DEFICIT_INFRAESTRUCTURAL,58.5,43,72.91666666666666,36.039,41.2041,48.0903,ALTO,ALTO,BAJO,MEDIO,MEDIO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,PERFIL_EQUILIBRADO,43,43,MEJORAR_INTERMODALIDAD,27.083333333333343,58.7959,51.9097,38.7731,53.359925000000004,68.37931833333333,IMPACTO_ALTO,56.481280000000005,MEDIA,64.4328085,PRIORIDAD_ALTA,AMPLIAR_INFRAESTRUCTURA,"Demanda 72.9/100 frente a infraestructura 36.0/100, con déficit infrastructural de 64.0 puntos.",37,22,37,INFRAESTRUCTURA|INTERMODALIDAD|CONECTIVIDAD,INTERVENCION_SELECTIVA
67,3,74,118,211,6,11,17,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,376.87890524160815,150.2422662787492,67.16338598477984,0.030475206611570247,0.5902281063005388,0.45136367057450355,0.4,1,0,0,0.415409101172351,42.4,SOPORTE_FISICO_MEDIO,11,INTERMODAL,100.0,80.55555555555556,50.69444444444444,23.26388888888889,46.18055555555556,50.34722222222222,40,29,40,11,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5632368.397188 6169671.81357, 5631999.224727 6169469.105078, 5631567.464957 6169693.745442, 5631504.844161 6170121.107744, 5631073.072983 6170345.751279, 5631010.432305 6170773.148479, 5631379.587806 6170975.920429, 5631811.392469 6170751.263452, 5632180.59506 6170954.043415, 5632612.421806 6170729.376162, 5632675.012472 6170301.942387, 5632305.801402 6170099.194155, 5632368.397188 6169671.81357))",80.55555555555556,80.55555555555556,57.8461,45.1364,40.0,48.1471,59.9994,52.2569,64.6991,62.51,90.28,15,15,CENTRALIDAD_ESTRUCTURAL_ALTA,CENTRALIDAD_ESTRUCTURAL_MUY_ALTA,32.41,51.8529,DEFICIT_INFRAESTRUCTURAL,61.3,39,80.55555555555556,48.1471,59.9994,52.2569,ALTO,MUY_ALTO,MEDIO,MEDIO,MEDIO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,ALTA_DEMANDA_BAJO_SOPORTE,15,39,MANTENER_Y_OPTIMIZAR,19.444444444444443,40.0006,47.7431,35.3009,43.724374999999995,76.10665277777777,IMPACTO_MUY_ALTO,45.585065,MEDIA,64.20157916666668,PRIORIDAD_ALTA,AMPLIAR_INFRAESTRUCTURA,"Demanda 80.6/100 frente a infraestructura 48.1/100, con déficit infrastructural de 51.9 puntos.",38,23,38,INFRAESTRUCTURA|CONECTIVIDAD|INTERMODALIDAD,ALTA_DEMANDA_BAJO_SOPORTE
6,4,145,223,408,7,9,17,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL|TRANVIA,4,1,0,1,1,1,738.4789359463944,283.9324184759413,129.8704335629866,0.05759297520661157,0.6647132504735409,0.41824639950663545,0.6,1,0,1,0.5454739198519907,49.59,SOPORTE_FISICO_MEDIO,2,INTERMODAL,100.0,99.30555555555556,95.83333333333334,95.83333333333334,95.48611111111111,50.34722222222222,1,2,1,1,85.0,INTERMODALIDAD_MUY_ALTA,3,"POLYGON ((5634964.850157 6165557.889116, 5634533.159043 6165782.510349, 5634470.65766 6166209.663149, 5634038.955077 6166434.287583, 5633669.787372 6166231.745746, 5633238.106823 6166456.359908, 5633175.560489 6166883.529375, 5633544.719738 6167086.102943, 5633976.433778 6166861.475314, 5634345.640101 6167064.056878, 5634777.376179 6166839.418977, 5635146.629578 6167042.008536, 5635578.387688 6166817.360361, 5635640.858899 6166390.136096, 5635271.597048 6166187.578273, 5635334.073384 6165760.40721, 5634964.850157 6165557.889116))",99.30555555555556,99.30555555555556,65.5021,41.8246,60.0,54.9116,72.3312,83.941,79.7454,78.55,99.31,2,2,CENTRALIDAD_ESTRUCTURAL_ALTA,CENTRALIDAD_ESTRUCTURAL_MUY_ALTA,44.39,45.0884,CENTRALIDAD_ESTRATEGICA,77.34,11,99.30555555555556,54.9116,72.3312,83.941,ALTO,MUY_ALTO,MEDIO,ALTO,MUY_ALTO,MEDIO,PRIORIDAD_ALTA,CENTRALIDAD_ESTRATEGICA,DEMANDA,DEMANDA|CONECTIVIDAD|TERRITORIAL,FUERTE_CONECTIVIDAD,2,11,MANTENER_Y_OPTIMIZAR,0.6944444444444429,27.668800000000005,16.058999999999997,20.254599999999996,27.2677,84.89931777777778,IMPACTO_MUY_ALTO,31.202550000000002,BAJA,63.99945066666667,PRIORIDAD_ALTA,AMPLIAR_INFRAESTRUCTURA,"Demanda 99.3/100 frente a infraestructura 54.9/100, con déficit infrastructural de 45.1 puntos.",39,24,39,INFRAESTRUCTURA,CENTRALIDAD_CONSOLIDADA
63,3,220,281,302,1,2,5,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,1120.450799366943,357.78031207058075,96.12958562750478,0.07257231404958678,0.6918154816838336,0.19955424691458712,0.6,1,0,1,0.4798662740743761,45.29,SOPORTE_FISICO_MEDIO,5,INTERMODAL,100.0,81.94444444444444,55.55555555555556,69.44444444444444,46.18055555555556,50.34722222222222,18,27,18,9,85.0,INTERMODALIDAD_MUY_ALTA,3,"POLYGON ((5637024.046131 6184252.271648, 5636654.126921 6184048.67199, 5636221.662924 6184273.589977, 5636159.084615 6184702.120999, 5635726.609275 6184927.042058, 5635664.011082 6185355.607915, 5636033.913206 6185559.271106, 5636466.422068 6185334.336676, 5636836.371353 6185538.00796, 5637268.902399 6185313.063225, 5637331.450633 6184884.460577, 5636961.492805 6184680.821061, 5637024.046131 6184252.271648))",81.94444444444444,81.94444444444444,68.2892,19.9554,60.0,48.6813,66.8639,55.816,66.3194,65.13,95.14,8,8,CENTRALIDAD_ESTRUCTURAL_ALTA,CENTRALIDAD_ESTRUCTURAL_MUY_ALTA,33.26,51.3187,DEFICIT_INFRAESTRUCTURAL,62.47,35,81.94444444444444,48.6813,66.8639,55.816,ALTO,MUY_ALTO,MEDIO,ALTO,MEDIO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,ALTA_DEMANDA_BAJO_SOPORTE,8,35,MANTENER_Y_OPTIMIZAR,18.055555555555557,33.1361,44.184,33.6806,40.57985,77.63019222222222,IMPACTO_MUY_ALTO,42.700395,MEDIA,63.85671533333334,PRIORIDAD_ALTA,AMPLIAR_INFRAESTRUCTURA,"Demanda 81.9/100 frente a infraestructura 48.7/100, con déficit infrastructural de 51.3 puntos.",40,25,40,INFRAESTRUCTURA|CONECTIVIDAD,ALTA_DEMANDA_BAJO_SOPORTE
31,1,7,9,18,0,1,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,11.459155902616464,5.729577951308232,0.0023243801652892563,0.29664455240180393,0.12590471182995822,0.4,1,0,0,0.3177714135489874,23.57,SOPORTE_FISICO_BAJO,101,MONOMODAL,50.0,69.44444444444444,84.72222222222221,69.44444444444444,46.18055555555556,50.34722222222222,33,45,33,12,69.0,INTERMODALIDAD_MEDIA,97,"POLYGON ((5627219.229698 6183019.703826, 5627588.553091 6183223.134946, 5627525.715085 6183651.375784, 5627093.528765 6183876.167136, 5626724.213932 6183672.704285, 5626787.076857 6183244.481812, 5627219.229698 6183019.703826))",69.44444444444444,69.44444444444444,27.8703,12.5905,40.0,25.0673,32.158,64.4965,59.375,49.14,61.81,56,56,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_ALTA,44.38,74.9327,DEFICIT_INFRAESTRUCTURAL,59.42,42,69.44444444444444,25.0673,32.158,64.4965,MEDIO,ALTO,BAJO,BAJO,ALTO,MEDIO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,PERFIL_EQUILIBRADO,56,42,MANTENER_Y_OPTIMIZAR,30.555555555555557,67.842,35.5035,40.625,54.7258,64.21038222222222,IMPACTO_ALTO,60.12803,ALTA,63.79808933333334,PRIORIDAD_ALTA,MEJORAR_INTERMODALIDAD,Existe un déficit relevante de intermodalidad respecto del potencial estructural de la centralidad.,41,2,41,INFRAESTRUCTURA|INTERMODALIDAD|INTEGRACION,INTERVENCION_SELECTIVA
54,3,91,141,277,6,9,18,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,463.45919428359923,179.52677580765794,88.17183847291003,0.036415289256198344,0.611043116456841,0.41824639950663545,0.4,1,0,0,0.4054739198519906,42.39,SOPORTE_FISICO_MEDIO,12,INTERMODAL,100.0,81.25,54.861111111111114,69.44444444444444,46.18055555555556,50.34722222222222,19,28,19,9,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5638283.979112 6170148.539915, 5637914.438404 6169945.735593, 5637482.490724 6170170.461352, 5637420.050237 6170598.004888, 5636988.091091 6170822.733817, 5636925.630677 6171250.312272, 5637295.154451 6171453.180098, 5637727.14711 6171228.437719, 5638096.717984 6171431.313566, 5638528.732697 6171206.560903, 5638591.143017 6170778.945842, 5638221.563676 6170576.101749, 5638283.979112 6170148.539915))",81.25,81.25,59.9849,41.8246,40.0,47.9006,59.1714,67.4479,66.088,64.91,94.44,9,9,CENTRALIDAD_ESTRUCTURAL_ALTA,CENTRALIDAD_ESTRUCTURAL_MUY_ALTA,33.35,52.0994,DEFICIT_INFRAESTRUCTURAL,62.09,36,81.25,47.9006,59.1714,67.4479,ALTO,MUY_ALTO,MEDIO,MEDIO,ALTO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,ALTA_DEMANDA_BAJO_SOPORTE,9,36,MANTENER_Y_OPTIMIZAR,18.75,40.8286,32.552099999999996,33.912000000000006,39.848025,76.926605,IMPACTO_MUY_ALTO,42.64413000000001,MEDIA,63.6661405,PRIORIDAD_ALTA,AMPLIAR_INFRAESTRUCTURA,"Demanda 81.2/100 frente a infraestructura 47.9/100, con déficit infrastructural de 52.1 puntos.",42,26,42,INFRAESTRUCTURA|INTERMODALIDAD,ALTA_DEMANDA_BAJO_SOPORTE
43,1,0,2,11,0,0,0,,0,0,0,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,0.0,2.5464790894703255,3.5014087480216975,0.0005165289256198347,0.14887822809865903,0.0,0.2,0,0,0,0.13999999999999999,10.22,SOPORTE_FISICO_MUY_BAJO,142,MONOMODAL,50.0,59.72222222222222,78.47222222222221,23.26388888888889,46.18055555555556,50.34722222222222,68,59,68,9,32.0,INTERMODALIDAD_BAJA,142,"POLYGON ((5620079.634593 6182717.159593, 5619730.264214 6182378.591537, 5619793.371068 6181950.386295, 5620205.81978 6181860.757657, 5620555.163905 6182199.302946, 5620492.08557 6182627.499639, 5620079.634593 6182717.159593))",59.72222222222222,59.72222222222222,13.2975,0.0,20.0,10.1871,16.2847,41.8403,57.2917,35.73,30.56,101,101,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,49.54,89.8129,DEFICIT_INFRAESTRUCTURAL,55.65,48,59.72222222222222,10.1871,16.2847,41.8403,MEDIO,MEDIO,MUY_BAJO,MUY_BAJO,MEDIO,MEDIO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,PERFIL_EQUILIBRADO,101,48,MANTENER_Y_OPTIMIZAR,40.27777777777778,83.7153,58.1597,42.7083,68.59905,52.74892111111111,IMPACTO_MEDIO,74.89217,ALTA,63.260707666666676,PRIORIDAD_ALTA,MEJORAR_CONECTIVIDAD,La conectividad constituye una de las principales restricciones estructurales de la centralidad.,43,1,43,INFRAESTRUCTURA|INTERMODALIDAD|CONECTIVIDAD|INTEGRACION,INTERVENCION_SELECTIVA
33,1,16,16,17,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,81.48733086305042,20.371832715762604,5.411268065124442,0.004132231404958678,0.360104439427627,0.12590471182995822,0.4,1,0,0,0.3177714135489874,25.81,SOPORTE_FISICO_BAJO,90,MONOMODAL,50.0,67.36111111111111,84.02777777777779,23.26388888888889,46.18055555555556,50.34722222222222,57,48,57,9,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5606356.028907 6183625.502059, 5606006.226774 6183286.564811, 5606069.878059 6182857.861644, 5606483.30284 6182768.1043, 5606833.078651 6183107.018739, 5606769.456001 6183535.713331, 5606356.028907 6183625.502059))",67.36111111111111,67.36111111111111,34.293,12.5905,40.0,27.6512,39.3629,43.2292,59.1435,47.39,56.6,63,63,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_MEDIA,39.71,72.3488,DEFICIT_INFRAESTRUCTURAL,56.3,46,67.36111111111111,27.6512,39.3629,43.2292,MEDIO,ALTO,BAJO,BAJO,MEDIO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,PERFIL_EQUILIBRADO,64,46,MANTENER_Y_OPTIMIZAR,32.638888888888886,60.6371,56.7708,40.8565,57.6533,62.19121555555556,IMPACTO_ALTO,61.581430000000005,ALTA,62.83462933333334,PRIORIDAD_ALTA,MEJORAR_INTERMODALIDAD,Existe un déficit relevante de intermodalidad respecto del potencial estructural de la centralidad.,44,3,44,INFRAESTRUCTURA|INTERMODALIDAD|CONECTIVIDAD|INTEGRACION,INTERVENCION_SELECTIVA
41,2,18,26,39,2,3,4,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,91.67324722093171,33.10422816311423,12.414085561167836,0.006714876033057851,0.41506520603744346,0.25180942365991643,0.4,1,0,0,0.3555428270979749,30.92,SOPORTE_FISICO_BAJO,61,INTERMODAL,100.0,71.52777777777779,59.02777777777778,69.44444444444444,46.18055555555556,50.34722222222222,24,42,24,18,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5657911.23285 6158751.322631, 5658343.31201 6158526.497273, 5658405.014789 6158099.309497, 5658034.663657 6157896.96534, 5657602.618092 6158121.777148, 5657232.314029 6157919.440961, 5656800.290288 6158144.242483, 5656738.537021 6158571.393741, 5657108.832734 6158773.761734, 5657540.890066 6158548.946664, 5657911.23285 6158751.322631))",71.52777777777779,71.52777777777779,39.8926,25.1809,40.0,34.1547,55.0105,58.4201,67.4769,56.51,79.17,31,31,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_ALTA,37.37,65.84530000000001,DEFICIT_INFRAESTRUCTURAL,57.86,44,71.52777777777779,34.1547,55.0105,58.4201,ALTO,ALTO,BAJO,MEDIO,MEDIO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,PERFIL_EQUILIBRADO,31,44,MANTENER_Y_OPTIMIZAR,28.472222222222214,44.9895,41.5799,32.5231,46.23445,68.7617788888889,IMPACTO_ALTO,50.77994,MEDIA,62.33525233333334,PRIORIDAD_ALTA,AMPLIAR_INFRAESTRUCTURA,"Demanda 71.5/100 frente a infraestructura 34.2/100, con déficit infrastructural de 65.8 puntos.",45,27,45,INFRAESTRUCTURA|INTERMODALIDAD|CONECTIVIDAD,INTERVENCION_SELECTIVA
35,1,7,10,21,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,12.732395447351628,6.684507609859605,0.0025826446280991736,0.30808740138835516,0.19955424691458712,0.4,1,0,0,0.3398662740743761,25.81,SOPORTE_FISICO_BAJO,90,MONOMODAL,50.0,65.97222222222221,82.63888888888889,23.26388888888889,46.18055555555556,50.34722222222222,59,50,59,9,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5624697.679061 6181168.111941, 5625066.792464 6181371.407549, 5625003.889318 6181799.452179, 5624571.84786 6182024.182852, 5624202.743013 6181820.855525, 5624265.671067 6181392.829242, 5624697.679061 6181168.111941))",65.97222222222221,65.97222222222221,29.0239,19.9554,40.0,28.0165,41.2041,54.9479,58.6806,49.15,62.5,55,55,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_ALTA,37.96,71.98349999999999,DEFICIT_INFRAESTRUCTURAL,54.77,50,65.97222222222221,28.0165,41.2041,54.9479,MEDIO,ALTO,BAJO,MEDIO,MEDIO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,PERFIL_EQUILIBRADO,55,50,MANTENER_Y_OPTIMIZAR,34.027777777777786,58.7959,45.0521,41.3194,54.287725,62.59365611111111,IMPACTO_ALTO,58.700705,MEDIA,61.914686166666655,PRIORIDAD_ALTA,MEJORAR_INTERMODALIDAD,Existe un déficit relevante de intermodalidad respecto del potencial estructural de la centralidad.,46,4,46,INFRAESTRUCTURA|INTERMODALIDAD|CONECTIVIDAD|INTEGRACION,INTERVENCION_SELECTIVA
34,1,10,19,41,0,1,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,50.92958178940651,24.19155134996809,13.050705333535419,0.00490702479338843,0.3794422222409767,0.12590471182995822,0.4,1,0,0,0.3177714135489874,26.5,SOPORTE_FISICO_BAJO,86,MONOMODAL,50.0,66.66666666666666,83.33333333333334,69.44444444444444,46.18055555555556,50.34722222222222,36,49,36,13,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5633395.014441 6179016.367679, 5633764.577605 6179219.640621, 5633701.958508 6179647.745899, 5633269.751267 6179872.559884, 5632900.196627 6179669.255194, 5632962.840704 6179241.168266, 5633395.014441 6179016.367679))",66.66666666666666,66.66666666666666,36.2601,12.5905,40.0,28.4432,39.3629,69.6181,58.912,51.32,68.06,47,47,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_ALTA,38.22,71.5568,DEFICIT_INFRAESTRUCTURAL,55.29,49,66.66666666666666,28.4432,39.3629,69.6181,MEDIO,ALTO,BAJO,BAJO,ALTO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,CONECTIVIDAD,CONECTIVIDAD,PERFIL_EQUILIBRADO,47,49,MANTENER_Y_OPTIMIZAR,33.33333333333334,60.6371,30.3819,41.088,50.915949999999995,63.93452333333333,IMPACTO_ALTO,56.021575,MEDIA,61.768634,PRIORIDAD_ALTA,MEJORAR_INTERMODALIDAD,Existe un déficit relevante de intermodalidad respecto del potencial estructural de la centralidad.,47,5,47,INFRAESTRUCTURA|INTERMODALIDAD|INTEGRACION,INTERVENCION_SELECTIVA
48,1,8,9,20,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,40.74366543152521,11.459155902616464,6.366197723675814,0.0023243801652892563,0.29664455240180393,0.0,0.2,0,0,0,0.13999999999999999,15.42,SOPORTE_FISICO_MUY_BAJO,129,MONOMODAL,50.0,56.94444444444444,75.0,23.26388888888889,46.18055555555556,50.34722222222222,72,63,72,9,39.0,INTERMODALIDAD_BAJA,129,"POLYGON ((5618842.094775 6182986.178869, 5618492.681071 6182647.573683, 5618555.838051 6182219.311607, 5618968.380205 6182129.663269, 5619317.767649 6182468.245684, 5619254.639197 6182896.499207, 5618842.094775 6182986.178869))",56.94444444444444,56.94444444444444,27.8703,0.0,20.0,16.0676,18.3681,31.8576,56.1343,35.17,28.47,104,104,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,40.88,83.9324,DEFICIT_INFRAESTRUCTURAL,50.52,53,56.94444444444444,16.0676,18.3681,31.8576,MEDIO,MEDIO,MUY_BAJO,MUY_BAJO,BAJO,MEDIO,PRIORIDAD_MEDIA,CENTRALIDAD_LOCAL,DEMANDA,DEMANDA,PERFIL_EQUILIBRADO,104,53,MANTENER_Y_OPTIMIZAR,43.05555555555556,81.6319,68.1424,43.8657,69.3931,50.89184222222222,IMPACTO_MEDIO,74.18927,ALTA,61.634585333333334,PRIORIDAD_ALTA,MEJORAR_CONECTIVIDAD,La conectividad constituye una de las principales restricciones estructurales de la centralidad.,48,2,48,INFRAESTRUCTURA|INTERMODALIDAD|CONECTIVIDAD|INTEGRACION,INTERVENCION_SELECTIVA
72,3,97,179,351,2,4,15,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,494.0169433572431,227.90987850759413,111.72677005051052,0.046229338842975205,0.6389675043971355,0.2923416876766772,0.4,1,0,0,0.3677025063030031,40.37,SOPORTE_FISICO_MEDIO,16,MONOMODAL,50.0,73.61111111111111,46.52777777777778,95.83333333333334,99.30555555555556,50.34722222222222,20,39,20,19,70.0,INTERMODALIDAD_MEDIA,16,"POLYGON ((5634959.141381 6168323.874258, 5634589.857819 6168121.213224, 5634158.076789 6168345.867778, 5634095.545826 6168773.196823, 5634464.820925 6168975.889594, 5634402.295084 6169403.271837, 5634771.608801 6169606.004353, 5635203.456828 6169381.322887, 5635572.817633 6169584.063413, 5636004.687711 6169359.371669, 5636067.16348 6168931.952855, 5635697.794211 6168729.244072, 5635265.957636 6168953.922359, 5634896.635452 6168751.221583, 5634959.141381 6168323.874258))",73.61111111111111,73.61111111111111,62.8551,29.2342,40.0,44.8251,43.5238,87.1528,46.6435,59.73,83.33,25,25,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_MUY_ALTA,28.79,55.1749,DEFICIT_INFRAESTRUCTURAL,55.68,47,73.61111111111111,44.8251,43.5238,87.1528,MEDIO,ALTO,MEDIO,MEDIO,MUY_ALTO,BAJO,PRIORIDAD_MEDIA,CENTRALIDAD_CONECTIVA,CONECTIVIDAD,CONECTIVIDAD|DEMANDA,FUERTE_CONECTIVIDAD,25,47,MEJORAR_INTERMODALIDAD,26.388888888888886,56.4762,12.8472,53.3565,44.4637,70.69729555555556,IMPACTO_ALTO,46.761925000000005,MEDIA,61.43096233333333,PRIORIDAD_ALTA,AMPLIAR_INFRAESTRUCTURA,"Demanda 73.6/100 frente a infraestructura 44.8/100, con déficit infrastructural de 55.2 puntos.",49,28,49,INTERMODALIDAD|INFRAESTRUCTURA|INTEGRACION,INTERVENCION_SELECTIVA
