nodo_id,h3,instalaciones_250m,instalaciones_500m,instalaciones_1000m,intercambiadores_250m,intercambiadores_500m,intercambiadores_1000m,modos_250m,cantidad_modos_250m,ferrocarril_250m,subte_250m,autobus_250m,fluvial_250m,tranvia_250m,modos_500m,cantidad_modos_500m,ferrocarril_500m,subte_500m,autobus_500m,fluvial_500m,tranvia_500m,modos_1000m,cantidad_modos_1000m,ferrocarril_1000m,subte_1000m,autobus_1000m,fluvial_1000m,tranvia_1000m,densidad_instalaciones_250m,densidad_instalaciones_500m,densidad_instalaciones_1000m,instalaciones_500m_normalizadas,densidad_instalaciones_500m_normalizada,intercambiadores_500m_normalizados,diversidad_modal_500m_normalizada,modo_ferroviario_estructurante,modo_subterraneo_estructurante,modo_fluvial_estructurante,conectividad_modal_500m,soporte_fisico_preliminar,categoria_soporte_fisico,ranking_soporte_fisico,tipo_intermodalidad,score_intermodalidad,score_demanda,score_densidad,score_conectividad,score_alcance,score_integracion,ranking_centralidad,ranking_operaciones_validacion,ranking_centralidad_validacion,diferencia_ranking_abs,score_intermodalidad_500m,categoria_intermodalidad_500m,ranking_intermodalidad,demanda_base_23,indice_demanda_estructural,infraestructura_instalaciones,infraestructura_intercambiadores,infraestructura_diversidad_modal,indice_infraestructura_estructural,indice_intermodalidad_estructural,indice_conectividad_estructural,indice_integracion_territorial,indice_centralidad_estructural,indice_centralidad_estructural_robusto,ranking_centralidad_estructural,ranking_centralidad_estructural_robusto,categoria_centralidad_estructural,categoria_centralidad_estructural_robusta,brecha_demanda_infraestructura,deficit_infraestructura,diagnostico_demanda_infraestructura,prioridad_intervencion,ranking_prioridad_intervencion
111,1,2,3,18,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,10.185916357881302,3.819718634205488,5.729577951308232,0.0007747933884297521,0.18495368961100384,0.0,0.2,0,0,0,0.13999999999999999,11.49,SOPORTE_FISICO_MUY_BAJO,138,MONOMODAL,50.0,19.444444444444446,24.305555555555554,23.26388888888889,46.18055555555556,50.34722222222222,132,117,132,15,33.0,INTERMODALIDAD_BAJA,138,19.444444444444446,19.444444444444446,16.7796,0.0,20.0,11.5964,16.7188,42.1875,39.2361,22.33,7.64,134,134,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,7.85,7.85,CENTRALIDAD_SECUNDARIA,14.81,112
114,1,4,4,11,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,20.371832715762604,5.092958178940651,3.5014087480216975,0.0010330578512396695,0.2125216136193653,0.0,0.2,0,0,0,0.13999999999999999,12.45,SOPORTE_FISICO_MUY_BAJO,136,MONOMODAL,50.0,17.36111111111111,22.22222222222222,23.26388888888889,46.18055555555556,50.34722222222222,133,120,133,13,34.0,INTERMODALIDAD_BAJA,136,17.36111111111111,17.36111111111111,19.4805,0.0,20.0,12.6857,17.2396,34.8958,38.5417,20.92,4.86,138,138,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,4.68,4.68,CENTRALIDAD_SECUNDARIA,12.29,118
115,1,16,25,55,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,81.48733086305042,31.830988618379067,17.507043740108486,0.006456611570247934,0.4105906428291123,0.0,0.2,0,0,0,0.13999999999999999,19.47,SOPORTE_FISICO_MUY_BAJO,116,MONOMODAL,50.0,16.666666666666664,21.52777777777778,23.26388888888889,46.18055555555556,50.34722222222222,134,121,134,13,40.0,INTERMODALIDAD_BAJA,115,16.666666666666664,16.666666666666664,39.4357,0.0,20.0,20.723,19.8438,33.6806,38.3102,23.03,8.33,133,133,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-4.06,0.0,CENTRALIDAD_SECUNDARIA,10.0,121
122,1,3,9,28,0,1,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,15.278874536821952,11.459155902616464,8.91267681314614,0.0023243801652892563,0.29664455240180393,0.12590471182995822,0.4,1,0,0,0.3177714135489874,23.57,SOPORTE_FISICO_BAJO,101,MONOMODAL,50.0,13.194444444444445,15.972222222222221,23.26388888888889,46.18055555555556,50.34722222222222,135,126,135,9,69.0,INTERMODALIDAD_MEDIA,97,13.194444444444445,13.194444444444445,27.8703,12.5905,40.0,25.0673,32.158,65.7986,36.4583,30.17,17.36,120,120,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-11.87,0.0,CENTRALIDAD_SECUNDARIA,7.92,126
125,1,1,3,9,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,5.092958178940651,3.819718634205488,2.864788975654116,0.0007747933884297521,0.18495368961100384,0.0,0.2,0,0,0,0.13999999999999999,11.49,SOPORTE_FISICO_MUY_BAJO,138,MONOMODAL,50.0,11.805555555555555,14.583333333333334,23.26388888888889,46.18055555555556,50.34722222222222,136,128,136,8,33.0,INTERMODALIDAD_BAJA,138,11.805555555555555,11.805555555555555,16.7796,0.0,20.0,11.5964,16.7188,35.8507,35.9954,18.76,1.39,143,143,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,0.21,0.21,CENTRALIDAD_SECUNDARIA,7.17,128
126,1,22,40,84,2,4,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,112.04507993669432,50.92958178940651,26.73803043943842,0.010330578512396695,0.4645127786483475,0.2923416876766772,0.4,1,0,0,0.3677025063030031,33.72,SOPORTE_FISICO_BAJO,45,MONOMODAL,50.0,11.11111111111111,13.88888888888889,23.26388888888889,46.18055555555556,50.34722222222222,137,129,137,8,70.0,INTERMODALIDAD_MEDIA,16,11.11111111111111,11.11111111111111,44.9488,29.2342,40.0,37.5603,43.5238,57.8125,35.7639,33.68,25.69,108,108,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-26.45,0.0,CENTRALIDAD_SECUNDARIA,6.67,129
131,1,6,6,14,1,1,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,7.639437268410976,4.45633840657307,0.0015495867768595042,0.25358849344279244,0.12590471182995822,0.4,1,0,0,0.3177714135489874,22.05,SOPORTE_FISICO_BAJO,105,MONOMODAL,50.0,9.027777777777777,11.805555555555555,23.26388888888889,46.18055555555556,50.34722222222222,138,132,138,6,66.0,INTERMODALIDAD_MEDIA,102,9.027777777777777,9.027777777777777,23.5531,12.5905,40.0,23.3282,31.29,56.8576,35.0694,26.83,11.81,128,128,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-14.3,0.0,CENTRALIDAD_SECUNDARIA,5.42,132
132,1,12,16,41,2,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,61.11549814728781,20.371832715762604,13.050705333535419,0.004132231404958678,0.360104439427627,0.19955424691458712,0.4,1,0,0,0.3398662740743761,27.65,SOPORTE_FISICO_BAJO,80,MONOMODAL,50.0,8.333333333333332,9.722222222222223,23.26388888888889,46.18055555555556,50.34722222222222,139,133,139,6,70.0,INTERMODALIDAD_MEDIA,16,8.333333333333332,8.333333333333332,34.293,19.9554,40.0,30.1367,41.2041,62.5,34.375,31.09,18.75,118,118,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-21.8,0.0,CENTRALIDAD_SECUNDARIA,5.0,133
135,1,30,47,125,0,3,8,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,152.78874536821954,59.84225860255265,39.78873577297384,0.012138429752066115,0.4831403823338039,0.25180942365991643,0.4,1,0,0,0.3555428270979749,33.39,SOPORTE_FISICO_BAJO,46,MONOMODAL,50.0,6.25,7.638888888888889,23.26388888888889,46.18055555555556,50.34722222222222,140,136,140,4,70.0,INTERMODALIDAD_MEDIA,16,6.25,6.25,46.8567,25.1809,40.0,36.9626,42.5105,64.0625,33.6806,32.6,22.22,113,113,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-30.71,0.0,CENTRALIDAD_SECUNDARIA,3.75,136
137,1,6,11,16,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,14.00563499208679,5.092958178940651,0.002840909090909091,0.3185149047398846,0.0,0.2,0,0,0,0.13999999999999999,16.19,SOPORTE_FISICO_MUY_BAJO,127,MONOMODAL,50.0,5.555555555555555,6.25,23.26388888888889,46.18055555555556,50.34722222222222,141,137,141,4,40.0,INTERMODALIDAD_BAJA,115,5.555555555555555,5.555555555555555,30.0771,0.0,20.0,16.9555,19.8438,20.4861,33.2176,16.27,0.69,144,144,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-11.4,0.0,CENTRALIDAD_SECUNDARIA,3.33,137
138,1,13,25,53,0,0,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,66.20845632622846,31.830988618379067,16.870423967740905,0.006456611570247934,0.4105906428291123,0.0,0.2,0,0,0,0.13999999999999999,19.47,SOPORTE_FISICO_MUY_BAJO,116,MONOMODAL,50.0,4.861111111111112,4.861111111111112,23.26388888888889,46.18055555555556,50.34722222222222,142,138,142,4,40.0,INTERMODALIDAD_BAJA,115,4.861111111111112,4.861111111111112,39.4357,0.0,20.0,20.723,19.8438,32.6389,32.7546,18.78,2.08,142,142,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-15.86,0.0,CENTRALIDAD_SECUNDARIA,2.92,138
139,1,6,10,27,1,2,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,12.732395447351628,8.594366926962348,0.0025826446280991736,0.30808740138835516,0.19955424691458712,0.4,1,0,0,0.3398662740743761,25.81,SOPORTE_FISICO_BAJO,90,MONOMODAL,50.0,4.166666666666666,4.166666666666666,23.26388888888889,46.18055555555556,50.34722222222222,143,139,143,4,70.0,INTERMODALIDAD_MEDIA,16,4.166666666666666,4.166666666666666,29.0239,19.9554,40.0,28.0165,41.2041,63.2812,32.5231,29.24,14.58,124,124,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-23.85,0.0,CENTRALIDAD_SECUNDARIA,2.5,139
141,1,1,1,1,1,1,1,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,5.092958178940651,1.2732395447351628,0.3183098861837907,0.00025826446280991736,0.096575039169877,0.12590471182995822,0.4,1,0,0,0.3177714135489874,16.53,SOPORTE_FISICO_MUY_BAJO,124,MONOMODAL,50.0,2.7777777777777777,2.7777777777777777,23.26388888888889,46.18055555555556,50.34722222222222,144,141,144,3,61.0,INTERMODALIDAD_MEDIA,111,2.7777777777777777,2.7777777777777777,8.3898,12.5905,40.0,17.1931,29.7275,42.7083,32.0602,20.69,4.17,139,139,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-14.42,0.0,CENTRALIDAD_SECUNDARIA,1.67,141
